0, 1, 185, 132
0, 1, 486, 620
0, 1, 486, 621
0, 1, 487, 621
0, 1, 629, 443
0, 1, 629, 444
0, 1, 185, 132
0, 1, 874, 936
0, 2, 69, 270
0, 2, 70, 270
0, 2, 70, 271
0, 2, 98, 592
0, 3, 859, 828
1, 1, 185, 132
1, 1, 409, 560
1, 1, 409, 561
1, 1, 410, 560
1, 1, 410, 561
1, 1, 410, 562
1, 1, 185, 132
1, 1, 874, 936
1, 2, 98, 592
1, 3, 859, 828
2, 1, 185, 132
2, 1, 874, 936
2, 1, 185, 132
2, 1, 357, 401
2, 1, 358, 401
2, 1, 358, 402
2, 1, 606, 514
2, 1, 606, 515
2, 2, 98, 592
2, 2, 231, 587
2, 2, 231, 588
2, 2, 231, 589
2, 2, 232, 587
2, 2, 232, 588
2, 2, 232, 589
2, 2, 232, 590
2, 2, 233, 587
2, 2, 233, 588
2, 2, 233, 589
2, 4, 305, 199
2, 4, 337, 127
3, 1, 185, 132
3, 1, 470, 484
3, 1, 470, 485
3, 1, 471, 483
3, 1, 471, 484
3, 1, 471, 485
3, 1, 471, 486
3, 1, 472, 484
3, 1, 472, 485
3, 1, 562, 559
3, 1, 599, 547
3, 1, 599, 548
3, 1, 185, 132
3, 1, 667, 724
3, 1, 668, 724
3, 1, 668, 725
3, 2, 98, 592
3, 2, 666, 106
3, 2, 666, 107
3, 2, 98, 592
3, 3, 859, 828
4, 1, 185, 132
4, 1, 874, 936
4, 1, 185, 132
4, 1, 874, 936
4, 2, 98, 592
5, 1, 185, 132
5, 1, 401, 558
5, 1, 401, 559
5, 1, 185, 132
5, 1, 874, 936
5, 2, 98, 592
5, 2, 622, 478
5, 3, 859, 828
6, 1, 185, 132
6, 1, 874, 936
6, 1, 185, 132
6, 1, 502, 287
6, 1, 502, 288
6, 1, 503, 288
6, 2, 98, 592
6, 2, 473, 630
6, 2, 98, 592
6, 3, 410, 719
6, 3, 410, 720
6, 3, 411, 719
6, 3, 859, 828
6, 4, 477, 125
7, 1, 185, 132
7, 1, 874, 936
7, 1, 185, 132
7, 1, 253, 115
7, 2, 98, 592
7, 2, 680, 641
7, 2, 98, 592
7, 2, 217, 785
7, 2, 217, 786
7, 3, 859, 828
7, 4, 377, 404
7, 4, 377, 405
8, 1, 185, 132
8, 1, 874, 936
8, 1, 185, 132
8, 1, 874, 936
8, 2, 98, 592
8, 3, 859, 828
9, 1, 185, 132
9, 1, 874, 936
9, 1, 185, 132
9, 1, 874, 936
9, 2, 98, 592
10, 1, 185, 132
10, 1, 874, 936
10, 1, 185, 132
10, 1, 319, 397
10, 1, 319, 398
10, 2, 98, 592
10, 2, 222, 441
10, 2, 222, 442
10, 3, 859, 828
11, 1, 185, 132
11, 1, 874, 936
11, 1, 185, 132
11, 1, 507, 210
11, 1, 507, 211
11, 1, 508, 210
11, 1, 508, 211
11, 1, 573, 407
11, 2, 98, 592
11, 2, 288, 418
11, 2, 484, 696
11, 2, 484, 697
11, 2, 484, 698
11, 2, 485, 696
11, 2, 485, 697
11, 2, 485, 698
11, 3, 859, 828
12, 1, 185, 132
12, 1, 874, 936
12, 1, 185, 132
12, 1, 874, 936
12, 2, 98, 592
12, 3, 268, 795
12, 3, 268, 796
12, 3, 269, 795
12, 3, 269, 796
12, 3, 859, 828
13, 1, 185, 132
13, 1, 874, 936
13, 1, 185, 132
13, 1, 874, 936
13, 2, 98, 592
13, 2, 505, 92
13, 3, 859, 828
13, 4, 742, 179
13, 4, 743, 178
13, 4, 743, 179
14, 1, 185, 132
14, 1, 874, 936
14, 1, 185, 132
14, 1, 316, 622
14, 2, 98, 592
14, 3, 859, 828
15, 1, 185, 132
15, 1, 874, 936
15, 1, 185, 132
15, 1, 874, 936
15, 2, 98, 592
15, 3, 859, 828
16, 1, 185, 132
16, 1, 874, 936
16, 1, 185, 132
16, 1, 740, 665
16, 1, 741, 665
16, 1, 741, 666
16, 1, 756, 443
16, 1, 756, 444
16, 2, 98, 592
16, 2, 714, 483
16, 2, 714, 484
16, 2, 714, 485
16, 3, 859, 828
17, 1, 185, 132
17, 1, 874, 936
17, 1, 185, 132
17, 1, 466, 219
17, 2, 98, 592
17, 2, 478, 722
17, 2, 478, 723
17, 3, 859, 828
18, 1, 185, 132
18, 1, 378, 894
18, 1, 378, 895
18, 1, 379, 894
18, 1, 379, 895
18, 1, 185, 132
18, 1, 874, 936
18, 2, 98, 592
18, 3, 859, 828
19, 1, 185, 132
19, 1, 874, 936
19, 1, 185, 132
19, 1, 874, 936
19, 2, 98, 592
19, 2, 433, 690
19, 2, 98, 592
19, 3, 859, 828
19, 4, 87, 395
19, 4, 87, 396
20, 1, 185, 132
20, 1, 381, 455
20, 1, 381, 456
20, 1, 382, 455
20, 1, 382, 456
20, 1, 515, 348
20, 1, 185, 132
20, 1, 874, 936
20, 2, 98, 592
20, 2, 146, 97
20, 2, 146, 98
20, 2, 147, 97
20, 2, 147, 98
20, 2, 147, 99
20, 2, 148, 97
20, 2, 148, 98
20, 2, 148, 99
20, 3, 747, 233
20, 3, 748, 233
20, 3, 859, 828
21, 1, 185, 132
21, 1, 542, 699
21, 1, 185, 132
21, 1, 874, 936
21, 2, 98, 592
21, 2, 511, 353
21, 2, 511, 354
21, 2, 98, 592
21, 3, 859, 828
22, 1, 185, 132
22, 1, 874, 936
22, 1, 185, 132
22, 1, 874, 936
22, 2, 98, 592
22, 2, 668, 541
22, 2, 98, 592
22, 3, 859, 828
22, 3, 897, 681
22, 3, 859, 828
23, 1, 185, 132
23, 1, 874, 936
23, 1, 185, 132
23, 1, 517, 249
23, 2, 98, 592
23, 2, 470, 588
